tarih,plaka,marka,model,uretim_tarihi,km,parca_fiyat,iscilik_fiyat
2019-12-25,51,VOLVO,E200,2008,23985,9074,441
2019-09-19,62,WOLKSWAGEN,E200,2017,25185,9560,1865
2019-08-14,59,TOFAS,SAHIN,2012,181745,469,1388
2019-08-09,70,VOLVO,S600,2002,152655,1729,493
2019-03-30,59,SAAB,A180,2013,45574,7485,691
2019-09-06,58,BMW,A180,2014,120915,201,1093
2018-09-27,10,FİAT,500,2016,174320,3732,1233
2018-04-15,9,SAAB,E200,2006,132716,5714,299
2018-09-07,42,FİAT,EGEA,2005,154545,1862,349
2018-04-09,55,TESLA,S350,2014,33997,3651,677
2019-12-13,31,TESLA,S600,2005,165932,9952,819
2019-12-01,42,TESLA,S600,2004,69452,8239,847
2018-10-25,74,SAAB,E200,2014,137511,1699,1285
2019-07-01,27,AUDİ,S600,2017,28859,6627,897
2019-12-01,36,SAAB,E200,2017,80214,3492,592
2019-03-27,17,WOLKSWAGEN,A180,2015,23488,9439,1610
2019-06-17,80,VOLVO,A180,2012,162634,964,1885
2019-09-26,9,FİAT,EGEA,2011,16347,1025,1019
2018-12-13,51,AUDİ,S350,2000,54153,2210,1449
2019-04-27,56,VOLVO,S350,2013,74814,9545,484
2019-03-09,70,MERCEDES,A180,2009,106743,8523,1705
2018-05-20,65,WOLKSWAGEN,E200,2013,182761,6510,1710
2018-04-02,48,SAAB,A180,2012,93131,4687,729
2018-01-08,26,FORD,S600,2009,121993,2174,765
2019-09-30,54,AUDİ,S600,2013,190013,8915,1304
2019-03-05,77,MERCEDES,S350,2017,51906,2646,482
2019-07-19,45,MERCEDES,S350,2006,155142,8786,1379
2019-05-27,61,TOFAS,KARTAL,2010,131051,588,1216
2018-02-02,65,TESLA,A180,2004,46931,4562,1512
2019-08-04,20,TOFAS,DOGAN,2008,142810,7832,1004
2019-08-23,66,FİAT,500L,2016,92767,2850,963
2019-06-26,72,FORD,A180,2000,195855,262,434
2019-09-11,68,FİAT,500,2016,107756,4239,841
2018-02-25,29,TESLA,S600,2009,129683,1330,558
2018-07-05,57,FİAT,EGEA,2011,95822,5366,636
2018-02-04,44,TOFAS,SAHIN,2012,49500,1834,1795
2018-06-01,5,WOLKSWAGEN,S600,2003,30785,5872,1431
2018-06-14,4,VOLVO,S350,2001,197420,7565,1556
2018-03-21,38,BMW,A180,2006,48103,5224,443
2019-12-06,16,VOLVO,S600,2013,63975,2880,1661
2019-04-05,25,AUDİ,E200,2008,123423,8374,1680
2018-03-10,16,WOLKSWAGEN,S350,2011,69815,6418,363
2018-04-04,65,FİAT,DOBLO,2012,196548,3436,1745
2018-04-02,31,AUDİ,A180,2002,167823,9442,1810
2018-06-03,76,BMW,S600,2014,172243,91,1596
2019-10-12,3,TESLA,S600,2000,15371,2239,1102
2018-12-18,2,TOFAS,DOGAN,2001,199921,8639,672
2019-02-18,43,FİAT,500L,2011,31487,7036,461
2018-02-18,46,SAAB,S600,2016,7708,1027,1940
2019-03-09,14,SAAB,A180,2007,47048,4866,1389
2018-09-30,81,TESLA,E200,2012,70550,4308,625
2019-06-25,47,MERCEDES,S600,2001,139194,6266,423
2019-01-10,67,FİAT,500L,2004,177772,6549,544
2019-06-10,31,VOLVO,A180,2011,194843,1410,1786
2018-07-28,31,SAAB,E200,2006,119527,9215,395
2018-02-17,61,TOFAS,DOGAN,2000,103461,2585,1323
2019-06-10,6,MERCEDES,S350,2012,68145,438,345
2018-07-24,30,FORD,A180,2012,129422,6930,275
2018-09-24,15,FORD,E200,2002,157941,2873,1902
2019-02-16,34,TOFAS,SAHIN,2007,96574,3935,1704
2019-01-10,67,TOFAS,DOGAN,2006,72825,4180,1618
2019-09-19,30,AUDİ,A180,2012,184886,7287,1110
2019-12-21,81,SAAB,S600,2011,97086,5848,1151
2019-06-29,14,TESLA,S600,2013,10657,6678,673
2019-09-27,36,SAAB,S600,2015,75740,2078,450
2019-06-07,22,TESLA,E200,2000,108174,7380,1520
2019-09-20,48,SAAB,S600,2011,56727,2030,1148
2018-03-29,46,TOFAS,KARTAL,2017,27064,7023,1039
2019-02-27,9,MERCEDES,A180,2008,17278,5569,1117
2019-09-01,62,SAAB,E200,2009,56489,8346,812
2019-09-20,51,FORD,A180,2000,46606,5301,1686
2018-04-25,66,FİAT,EGEA,2006,145567,168,538
2019-07-07,79,BMW,S600,2012,63902,7597,1806
2018-11-12,54,TESLA,S350,2007,148063,449,788
2019-02-04,71,FORD,S600,2011,167596,7706,503
2019-08-11,35,AUDİ,E200,2015,138986,86,886
2018-03-23,24,BMW,S600,2006,144928,3036,1481
2018-01-31,46,TESLA,S350,2001,148140,6145,696
2018-05-28,2,VOLVO,S350,2003,128657,845,938
2018-04-23,44,TESLA,S350,2006,13132,510,839
2019-11-16,8,MERCEDES,A180,2005,135563,8358,289
2019-06-24,19,WOLKSWAGEN,E200,2003,109134,3383,1758
2018-07-28,34,TOFAS,SAHIN,2004,151740,1120,795
2018-04-18,4,VOLVO,S350,2012,176561,694,854
2019-09-06,33,FORD,A180,2007,44905,2111,370
2019-09-04,9,TOFAS,DOGAN,2013,4882,251,1793
2018-04-21,71,SAAB,A180,2001,21591,996,1503
2019-12-10,63,VOLVO,A180,2002,6815,5709,1566
2019-04-18,43,FİAT,EGEA,2002,159633,5454,883
2018-12-20,10,MERCEDES,E200,2001,93520,3659,1986
2018-07-14,48,FORD,S600,2003,65699,1457,1259
2018-09-25,65,AUDİ,A180,2005,103511,5147,402
2019-08-29,70,FORD,E200,2006,75317,1886,687
2018-02-15,2,MERCEDES,S350,2004,175090,6888,729
2018-02-19,13,VOLVO,S600,2013,10143,6165,936
2019-07-01,1,TOFAS,SAHIN,2002,5585,7394,1543
2019-05-17,80,SAAB,S600,2010,15413,4322,1049
2019-02-02,65,MERCEDES,E200,2017,58530,3345,1837
2018-11-16,19,AUDİ,S600,2001,15789,8692,336
2018-02-07,47,FORD,E200,2005,37065,1908,1866
2019-07-11,37,TOFAS,KARTAL,2017,126528,6060,969
2018-01-04,60,TOFAS,KARTAL,2007,108085,713,1481
2018-05-06,7,VOLVO,A180,2010,141760,8383,1066
2018-03-19,17,TOFAS,KARTAL,2002,84360,9502,1611
2019-06-16,25,VOLVO,A180,2007,63386,6125,1724
2018-05-27,44,FİAT,500L,2008,30640,4950,829
2019-01-25,2,SAAB,S600,2012,138439,6454,1328
2018-06-25,55,FORD,S350,2006,70027,8705,641
2019-12-05,51,MERCEDES,E200,2011,106978,3650,1424
2019-12-04,17,TOFAS,DOGAN,2006,132919,3851,427
2019-07-07,64,TOFAS,DOGAN,2004,97714,9909,1176
2019-02-24,8,VOLVO,E200,2000,30736,2924,1194
2018-01-09,79,BMW,E200,2004,68175,8247,1526
2018-12-16,65,AUDİ,S350,2000,179406,8678,1241
2019-05-11,38,FORD,E200,2003,29593,1228,1611
2019-05-28,38,VOLVO,E200,2006,57971,1929,253
2018-08-04,22,TOFAS,DOGAN,2001,53586,4987,1938
2019-08-23,49,WOLKSWAGEN,E200,2005,52827,139,1655
2019-04-23,29,FİAT,500,2002,182238,3609,321
2018-06-08,8,BMW,A180,2009,157984,6674,477
2019-03-06,35,VOLVO,A180,2012,109354,8285,864
2018-03-17,78,AUDİ,A180,2010,157671,6124,522
2018-08-25,63,FORD,A180,2005,104043,1643,1482
2019-03-14,13,AUDİ,A180,2016,85846,6339,1463
2018-01-06,79,VOLVO,E200,2016,8478,735,1513
2019-03-02,28,TESLA,E200,2009,162714,1180,1638
2019-10-02,34,TESLA,S350,2000,75288,9555,1238
2018-10-26,8,FİAT,EGEA,2002,3725,4136,736
2019-07-25,42,WOLKSWAGEN,S600,2014,166402,5901,1637
2019-12-09,2,FİAT,EGEA,2017,55104,1987,387
2018-09-06,14,FİAT,500,2006,141418,5122,428
2019-04-13,76,TESLA,A180,2004,149955,8918,1136
2019-02-16,11,TOFAS,KARTAL,2004,102761,5377,1402
2018-10-03,58,VOLVO,E200,2011,34936,344,1171
2019-08-01,44,VOLVO,E200,2004,113561,6040,328
2019-08-24,58,TESLA,S600,2000,126369,6800,1439
2018-04-17,2,BMW,E200,2011,185734,1991,1030
2019-03-22,24,WOLKSWAGEN,S350,2014,142564,6361,1906
2019-10-13,25,TESLA,A180,2016,197867,811,1875
2018-07-06,50,TOFAS,SAHIN,2013,189219,6506,1388
2019-05-04,10,FORD,S600,2005,89647,288,827
2019-06-20,47,MERCEDES,A180,2012,104917,3377,757
2019-08-26,64,WOLKSWAGEN,S600,2014,140490,5222,403
2018-04-28,58,FORD,S600,2002,36883,1913,969
2018-02-27,44,WOLKSWAGEN,S350,2011,15186,4004,278
2018-08-29,13,VOLVO,A180,2012,119505,7951,1993
2018-10-11,20,MERCEDES,E200,2009,57332,1418,1156
2019-03-14,9,TESLA,S600,2004,113934,3875,1403
2018-01-23,53,FORD,S600,2014,36666,8390,1336
2019-01-11,5,SAAB,S600,2014,70035,8235,1495
2018-07-16,44,FİAT,500,2015,138087,3629,1363
2018-09-25,54,VOLVO,S600,2003,63878,8666,1387
2019-02-14,61,TESLA,E200,2015,17747,9958,1586
2019-05-07,79,AUDİ,A180,2015,40650,2271,1519
2018-09-22,41,BMW,E200,2012,132530,3165,1986
2018-11-10,31,WOLKSWAGEN,S600,2017,157508,1217,1286
2018-12-06,16,AUDİ,A180,2003,10418,474,1773
2018-10-06,11,BMW,A180,2004,89033,8202,404
2019-05-11,31,TOFAS,DOGAN,2000,140841,213,342
2018-07-13,40,FİAT,500,2002,105239,2048,1584
2019-10-26,38,TOFAS,KARTAL,2013,162194,3106,1602
2019-09-20,42,TOFAS,KARTAL,2003,124980,1213,532
2018-06-19,75,TESLA,A180,2006,159307,5116,947
2018-09-10,35,SAAB,E200,2014,170387,2079,580
2019-12-19,62,FORD,A180,2005,119196,8928,1741
2019-10-18,19,BMW,S350,2017,78043,3254,1083
2018-06-13,64,FİAT,EGEA,2015,20919,6088,1996
2018-06-02,40,FORD,S600,2003,39352,993,1324
2019-12-14,47,TESLA,S600,2009,160631,6521,1538
2019-03-10,32,FORD,A180,2011,3391,2662,1764
2019-07-17,49,TOFAS,SAHIN,2006,23329,5383,1651
2018-05-30,8,SAAB,S350,2013,105983,7015,1200
2019-08-27,75,MERCEDES,S600,2013,72154,6331,1630
2019-03-05,20,SAAB,S350,2000,21483,8695,879
2019-12-30,52,TOFAS,SAHIN,2000,35849,8606,441
2018-07-10,1,SAAB,A180,2005,90480,2241,1238
2018-12-02,77,TESLA,E200,2010,87541,916,1805
2019-08-18,15,FİAT,500,2003,130077,7186,710
2019-11-06,23,FORD,E200,2008,175328,4960,481
2018-05-06,23,MERCEDES,S600,2001,125798,5106,1648
2018-10-04,6,WOLKSWAGEN,S350,2013,165169,938,1321
2019-07-20,19,FORD,E200,2001,11130,4621,609
2019-09-01,15,TOFAS,SAHIN,2013,154406,9362,1144
2018-04-11,19,FİAT,DOBLO,2009,122593,4034,1885
2019-07-11,32,TOFAS,KARTAL,2003,177796,4655,1944
2019-03-23,66,SAAB,S600,2000,157930,6152,1208
2018-04-29,15,TESLA,E200,2015,22325,3047,897
2018-08-14,16,FİAT,500,2000,179407,6542,644
2019-09-12,32,AUDİ,S600,2009,66635,7717,1730
2019-04-03,67,TESLA,S600,2014,25626,9753,1577
2018-08-01,33,SAAB,E200,2000,90257,8645,715
2019-07-04,29,BMW,S350,2002,24338,3684,655
2019-01-21,61,VOLVO,S600,2002,127962,7743,816
2018-10-02,60,VOLVO,E200,2013,135782,6248,1195
2019-02-25,69,FİAT,EGEA,2008,18894,9480,1338
2018-04-05,37,VOLVO,S600,2006,67829,1107,1787
2019-12-01,48,WOLKSWAGEN,E200,2001,166143,5354,1077
2018-11-01,77,TOFAS,SAHIN,2007,29175,2211,1424
2018-09-20,28,MERCEDES,S600,2011,73098,8993,1885
2019-12-20,47,TESLA,A180,2003,27404,6427,1707
2018-01-20,18,SAAB,S350,2013,199223,1894,1953
2018-01-26,71,SAAB,S350,2005,6614,3829,327
2018-09-02,21,BMW,S600,2011,185151,1784,1048
2018-11-06,70,MERCEDES,S600,2012,62056,9220,434
2018-04-06,32,FORD,S600,2003,49416,133,824
2019-11-06,10,TESLA,A180,2009,180915,2477,1662
2019-02-16,37,VOLVO,S350,2006,127945,6796,1665
2018-09-10,77,TOFAS,SAHIN,2015,42054,471,818
2018-05-03,79,FİAT,DOBLO,2003,191155,6617,848
2019-10-08,81,VOLVO,E200,2012,176980,214,600
2019-04-29,19,SAAB,A180,2005,16490,4643,773
2019-07-27,24,FİAT,500,2000,135639,7828,1670
2018-11-09,31,TESLA,S350,2009,44334,1285,1092
2019-06-01,17,TESLA,S600,2005,170293,3127,1796
2019-04-28,21,FİAT,500,2004,44119,7739,292
2019-09-07,43,FORD,A180,2009,109496,4532,920
2018-09-09,51,WOLKSWAGEN,S350,2009,195203,1912,655
2019-01-05,46,SAAB,S600,2009,51037,1251,1364
2018-12-31,49,TOFAS,DOGAN,2012,189146,675,1857
2019-12-20,17,FİAT,500L,2000,141948,7930,1917
2018-04-18,11,MERCEDES,S350,2004,166239,6778,1751
2018-03-19,62,BMW,S600,2007,100225,4267,1712
2019-08-15,80,TESLA,E200,2004,190612,7716,1535
2018-05-09,58,WOLKSWAGEN,E200,2017,21671,2642,375
2019-05-09,42,TOFAS,KARTAL,2013,86641,9054,1286
2018-11-26,53,MERCEDES,A180,2012,52377,3637,1519
2018-04-30,40,AUDİ,E200,2015,101848,6449,597
2018-01-05,1,AUDİ,S350,2008,190078,7043,1660
2018-03-26,26,SAAB,S350,2005,80674,5602,276
2018-08-29,3,MERCEDES,A180,2015,195464,362,726
2018-09-29,79,SAAB,S600,2002,180341,4358,1915
2018-06-27,56,MERCEDES,A180,2008,62073,8399,827
2019-08-02,47,TOFAS,SAHIN,2007,72156,7584,515
2019-11-07,44,FİAT,DOBLO,2001,16209,3893,1090
2019-07-01,51,WOLKSWAGEN,A180,2001,134592,6111,296
2019-07-05,72,AUDİ,A180,2013,62317,3760,684
2019-09-19,79,VOLVO,S350,2000,182460,1765,1841
2018-03-27,68,MERCEDES,E200,2005,28851,6814,1178
2019-01-06,6,BMW,S600,2009,190396,4759,578
2019-05-15,80,WOLKSWAGEN,S350,2005,78827,7684,524
2019-04-17,44,TESLA,S600,2001,44943,1516,654
2018-03-26,37,BMW,E200,2009,146742,7050,1316
2018-12-08,38,SAAB,E200,2004,107726,1620,315
2019-06-30,45,WOLKSWAGEN,E200,2015,84516,3325,1532
2019-11-08,34,FİAT,500L,2008,69575,3552,277
2018-10-18,35,TOFAS,SAHIN,2008,120298,6656,393
2018-02-01,38,AUDİ,S600,2003,42131,981,308
2018-02-13,5,AUDİ,S350,2007,100345,9828,899
2018-01-27,22,FİAT,500,2017,30391,1727,424
2019-05-31,43,TESLA,E200,2002,19739,3461,502
2018-09-29,60,TESLA,E200,2015,94423,6831,1639
2019-02-07,67,SAAB,E200,2016,186386,8099,1089
2019-03-17,9,MERCEDES,S350,2013,47910,4649,728
2019-03-20,10,AUDİ,E200,2001,197402,2083,1940
2018-09-05,71,WOLKSWAGEN,S600,2005,24210,1804,1419
2018-02-28,25,FİAT,EGEA,2002,188701,7857,1719
2018-07-13,57,FORD,E200,2015,195108,6411,809
2019-06-07,39,BMW,S350,2006,146296,5711,1744
2019-02-24,7,FORD,S350,2016,96174,5184,1675
2018-03-22,23,TOFAS,KARTAL,2017,38891,7476,1438
2018-09-26,79,FİAT,500,2005,155233,1300,1290
2019-06-02,58,VOLVO,S600,2012,55874,3733,1850
2018-05-31,33,FİAT,DOBLO,2013,80114,8200,665
2018-07-15,57,TOFAS,SAHIN,2003,191182,3772,1319
2019-10-31,48,WOLKSWAGEN,E200,2015,67445,1633,718
2019-05-14,65,MERCEDES,A180,2009,37453,655,1524
2018-08-22,10,AUDİ,S600,2003,78566,9087,1203
2019-08-24,43,BMW,S600,2004,26966,8025,570
2018-07-08,72,BMW,E200,2001,91841,6371,1887
2018-12-31,63,TESLA,E200,2013,74935,4293,375
2019-09-19,57,TOFAS,SAHIN,2008,156277,6067,1040
2019-05-24,29,WOLKSWAGEN,S350,2016,27835,4721,1740
2018-09-09,64,AUDİ,S350,2008,194860,4162,1081
2019-08-07,9,WOLKSWAGEN,S350,2012,3358,2363,729
2019-01-12,4,WOLKSWAGEN,S600,2002,7817,1737,1487
2019-09-25,60,AUDİ,E200,2013,193416,6401,329
2018-03-25,55,BMW,S350,2017,19248,2092,1970
2018-08-25,42,FİAT,DOBLO,2005,78770,5010,1581
2018-12-11,5,FİAT,EGEA,2017,191303,1348,1692
2019-06-24,66,BMW,S600,2004,11824,8827,1166
2019-12-12,71,SAAB,E200,2006,166808,6822,1430
2019-09-15,42,WOLKSWAGEN,A180,2017,94336,3222,391
2018-03-18,72,FİAT,EGEA,2013,125605,9279,259
2018-04-20,66,VOLVO,E200,2006,106177,9797,693
2019-04-29,13,TOFAS,DOGAN,2003,169235,491,303
2019-10-10,69,SAAB,A180,2004,188187,135,448
2018-03-05,29,MERCEDES,S350,2001,136293,7012,1695
2019-03-07,61,SAAB,S600,2007,87605,3626,1644
2018-08-12,57,MERCEDES,S350,2006,184979,3801,986
2019-06-26,61,SAAB,S350,2003,91182,8628,1353
2018-11-19,34,SAAB,S600,2013,8117,2096,1535
2018-05-25,24,FORD,S350,2003,121488,734,1312
2019-12-19,12,TOFAS,KARTAL,2016,127343,5368,358
2019-12-01,68,BMW,A180,2007,5904,8539,422
2019-09-30,19,FİAT,DOBLO,2006,104012,2040,1061
2019-04-21,52,WOLKSWAGEN,E200,2008,115735,1040,1009
2019-09-01,64,FORD,E200,2008,181634,4042,999
2018-05-19,72,FORD,S350,2013,15729,3597,793
2018-04-04,10,WOLKSWAGEN,E200,2005,32301,789,293
2018-08-09,37,TESLA,S350,2013,35286,7182,950
2018-03-22,26,VOLVO,E200,2010,59231,4024,438
2018-10-22,17,WOLKSWAGEN,E200,2001,197985,4812,1028
2019-12-30,22,TOFAS,DOGAN,2003,107780,5054,1193
2019-12-27,77,FORD,S350,2005,186232,430,1377
2018-12-18,31,WOLKSWAGEN,E200,2012,2123,53,1282
2018-05-28,63,AUDİ,S350,2009,103828,4602,1991
2019-05-03,23,BMW,S350,2011,100654,2515,1484
2019-10-08,9,TOFAS,SAHIN,2004,79739,9422,757
2019-12-28,29,BMW,E200,2012,198723,8860,1600
2018-08-28,31,SAAB,A180,2001,81784,6851,709
2019-09-06,45,BMW,S600,2001,179821,95,1495
2018-01-02,16,SAAB,A180,2005,187967,5899,406
2018-09-21,76,AUDİ,S350,2009,119130,9390,1377
2019-03-22,33,MERCEDES,S350,2010,87564,5011,1707
2019-10-09,28,SAAB,S350,2011,199491,4662,802
2018-09-15,59,TESLA,A180,2009,119820,7633,507
2019-05-12,61,AUDİ,A180,2006,71923,3909,507
2019-04-28,14,SAAB,S600,2011,49630,1334,1957
2019-03-30,73,MERCEDES,A180,2012,66623,1462,1819
2019-01-09,1,FİAT,DOBLO,2004,119595,1416,1927
2019-06-28,59,TOFAS,SAHIN,2003,147640,9353,918
2019-02-22,16,TOFAS,DOGAN,2003,159520,3239,1627
2019-04-04,76,WOLKSWAGEN,S350,2005,84602,7207,292
2018-08-06,24,AUDİ,S600,2009,143976,8197,1397
2018-07-13,25,AUDİ,S350,2008,184628,7134,271
2019-04-21,33,SAAB,S350,2002,42776,5886,1461
2018-03-07,58,MERCEDES,S350,2017,127011,4352,1091
2019-08-05,29,TESLA,E200,2003,177168,5637,1672
2019-06-20,52,BMW,S350,2017,182458,540,967
2019-04-20,17,AUDİ,S600,2000,191462,7198,1028
2018-10-07,14,SAAB,S600,2013,68489,4975,935
2019-08-26,23,WOLKSWAGEN,E200,2007,24425,9468,575
2018-09-24,50,VOLVO,S600,2008,112084,3216,1512
2019-05-02,6,FİAT,500L,2010,48727,4494,798
2018-02-19,47,TESLA,S600,2004,153012,2131,980
2018-01-05,22,TESLA,S600,2009,148158,244,1206
2019-08-11,22,TOFAS,DOGAN,2009,123485,5443,468
2019-09-19,58,WOLKSWAGEN,S350,2006,193497,4196,1714
2019-02-01,53,FİAT,500,2014,175821,2935,541
2019-05-07,4,VOLVO,E200,2008,34348,7179,759
2018-02-13,34,FORD,A180,2013,144907,2757,389
2019-06-26,20,VOLVO,E200,2010,87563,4830,1616
2019-10-19,79,VOLVO,E200,2015,163028,3897,884
2019-03-10,19,SAAB,S600,2005,53842,8303,932
2018-07-03,45,WOLKSWAGEN,S600,2000,160648,7616,1929
2019-08-22,20,FİAT,DOBLO,2016,141814,6648,766
2019-05-25,44,SAAB,S600,2003,174593,2437,1583
2018-02-03,66,TOFAS,SAHIN,2006,48821,7247,771
2019-03-04,44,AUDİ,E200,2015,88470,5030,1351
2018-05-25,55,FİAT,EGEA,2001,3480,3093,1151
2018-10-06,26,FORD,E200,2007,39902,2077,1346
2018-03-07,61,TOFAS,KARTAL,2010,70239,2675,1826
2019-06-15,30,FİAT,500L,2001,34101,4734,1226
2018-01-17,41,TESLA,S600,2003,94689,6674,420
2019-04-03,61,BMW,A180,2014,24950,2842,1037
2019-01-06,67,BMW,S350,2007,197146,6111,1915
2018-06-19,34,SAAB,A180,2012,129649,5402,357
2018-11-16,11,WOLKSWAGEN,E200,2006,124497,8989,572
2018-05-29,6,WOLKSWAGEN,E200,2001,152625,9995,620
2019-10-20,17,FİAT,EGEA,2006,5400,2811,553
2019-11-04,46,VOLVO,A180,2010,14407,7157,744
2018-11-02,20,VOLVO,E200,2001,177927,7790,1243
2019-10-19,24,TOFAS,DOGAN,2017,79373,9933,1097
2018-01-17,23,SAAB,E200,2017,160740,5895,1804
2018-12-15,2,FİAT,DOBLO,2015,142926,9712,1123
2019-05-07,44,MERCEDES,A180,2012,3952,6216,763
2019-11-08,27,VOLVO,A180,2000,47650,4706,985
2018-07-12,3,WOLKSWAGEN,A180,2006,34111,3576,641
2019-08-18,4,FİAT,EGEA,2003,157735,6256,530
2018-10-29,70,BMW,E200,2003,47701,3624,656
2019-03-20,54,TESLA,S350,2015,96554,658,1119
2018-09-18,43,VOLVO,E200,2014,27508,2922,268
2018-01-19,43,AUDİ,E200,2009,197054,9696,1704
2019-08-16,62,VOLVO,S350,2012,188829,7155,757
2018-12-05,57,TOFAS,KARTAL,2010,25698,6284,1268
2018-04-24,61,VOLVO,S350,2004,87253,5771,326
2018-03-29,17,MERCEDES,E200,2009,131200,6901,1497
2018-07-14,67,FİAT,500,2004,168398,5701,1412
2018-01-27,76,FİAT,EGEA,2014,8132,3714,1350
2019-08-06,65,TOFAS,KARTAL,2004,10109,7161,923
2019-11-16,5,TOFAS,SAHIN,2003,152066,6160,704
2019-06-23,61,VOLVO,S350,2006,118084,8846,1449
2018-10-30,38,FİAT,500L,2001,191460,7733,316
2019-01-30,74,FORD,S600,2006,157537,8448,1711
2019-11-07,73,TOFAS,SAHIN,2000,58668,9523,1089
2019-02-23,53,FİAT,DOBLO,2000,182446,6708,1236
2019-03-08,73,BMW,E200,2013,61254,9201,1990
2019-07-13,62,MERCEDES,A180,2012,93388,908,875
2018-07-05,34,FORD,S600,2003,197404,4385,812
2019-09-13,56,MERCEDES,S350,2007,11440,7339,407
2018-02-09,6,WOLKSWAGEN,S350,2002,141583,3614,526
2018-02-28,25,TESLA,S350,2003,43393,4609,1423
2018-05-25,3,WOLKSWAGEN,S600,2002,106962,4767,1753
2018-08-12,33,MERCEDES,A180,2015,78836,3839,501
2018-05-25,77,FORD,E200,2004,155922,342,1104
2018-06-17,9,TOFAS,DOGAN,2017,26451,9553,680
2018-09-15,32,FİAT,EGEA,2004,170486,9428,1250
2019-06-08,48,FORD,S350,2000,83734,7809,1694
2018-05-23,25,MERCEDES,S600,2007,17813,1910,596
2018-11-11,51,WOLKSWAGEN,E200,2008,127596,8353,1806
2019-06-10,73,TOFAS,SAHIN,2005,70353,4412,543
2018-06-11,36,FİAT,DOBLO,2009,92720,1782,318
2019-04-20,36,MERCEDES,E200,2016,100988,6437,1324
2019-08-16,77,TESLA,S600,2005,79579,4692,1512
2019-09-07,37,WOLKSWAGEN,S600,2017,70280,3506,782
2018-11-15,73,TOFAS,SAHIN,2010,105054,4659,1333
2018-06-16,21,SAAB,S350,2014,166702,1328,1770
2019-06-17,78,VOLVO,S350,2005,88282,9801,1100
2019-05-30,23,TESLA,S350,2014,78126,5722,1371
2019-11-27,12,SAAB,S350,2003,77293,1556,1832
2018-02-21,16,AUDİ,S600,2012,179386,9315,326
2018-03-25,3,AUDİ,A180,2002,139089,5408,1868
2019-01-12,30,TESLA,E200,2001,44639,1535,254
2018-01-21,46,MERCEDES,S350,2017,115438,7697,480
2018-02-18,33,AUDİ,A180,2008,75450,3449,831
2019-08-30,39,TOFAS,KARTAL,2017,4305,6089,1890
2019-06-09,38,TESLA,E200,2008,192647,5361,1549
2019-08-12,40,TOFAS,SAHIN,2009,3717,3393,1568
2018-12-04,26,AUDİ,E200,2001,85285,5685,1439
2019-08-10,19,SAAB,A180,2013,69723,4198,496
2018-10-21,64,BMW,S600,2015,170039,1852,1011
2018-08-08,57,TOFAS,KARTAL,2009,29457,5330,350
2018-07-01,35,TESLA,S350,2003,103092,5878,1532
2018-06-01,19,BMW,A180,2014,186403,2152,255
2019-05-01,42,AUDİ,E200,2010,125143,7027,1884
2018-07-19,25,TOFAS,SAHIN,2007,30090,7450,1808
2019-05-31,25,SAAB,S350,2005,70926,6147,1068
2018-02-13,37,TESLA,E200,2007,104873,9290,1300
2018-07-07,2,WOLKSWAGEN,A180,2004,46134,670,873
2019-05-03,40,AUDİ,S350,2000,20999,330,310
2018-07-08,15,AUDİ,A180,2016,155941,6629,1946
2018-10-09,10,WOLKSWAGEN,S350,2000,148246,8859,620
2018-10-11,29,FİAT,EGEA,2017,112817,4581,1568
2018-11-11,1,MERCEDES,S600,2008,93039,6129,953
2019-03-16,73,BMW,A180,2006,191933,8774,957
2019-06-02,13,FİAT,DOBLO,2001,111593,8721,1064
2018-06-07,23,BMW,S600,2007,155882,9309,877
2019-02-21,35,SAAB,A180,2004,112308,3734,731
2019-03-16,15,FORD,S350,2016,132376,4477,871
2018-09-04,67,BMW,S600,2006,132236,7044,692
2019-08-30,26,TOFAS,SAHIN,2016,147328,9756,1887
2019-05-03,65,SAAB,A180,2017,31424,8240,1910
2018-12-15,24,FORD,E200,2013,14255,6724,906
2019-08-24,78,VOLVO,E200,2000,121626,726,1319
2018-10-04,22,FİAT,500L,2004,164681,5136,1151
2018-05-26,79,VOLVO,S350,2014,165110,8878,408
2019-12-12,37,WOLKSWAGEN,S350,2004,120920,9722,1049
2019-07-20,48,SAAB,S600,2014,145366,994,605
2018-06-21,68,FİAT,500,2001,95558,368,1346
2018-04-15,62,FİAT,500L,2005,75868,2204,493
2018-09-29,1,BMW,S600,2008,36749,6167,1679
2019-05-26,70,FORD,E200,2002,165315,8048,1317
2019-01-08,54,TOFAS,KARTAL,2010,22475,7507,1758
2018-06-18,78,FİAT,500,2017,76343,9810,827
2018-05-04,19,VOLVO,S350,2001,49081,6263,595
2018-07-24,76,FORD,S350,2002,134955,8441,1562
2019-08-11,7,VOLVO,S600,2010,42533,3143,1830
2018-09-19,59,MERCEDES,E200,2012,186501,7998,1816
2018-10-02,75,BMW,S350,2008,123005,6174,604
2018-03-05,70,BMW,A180,2013,130522,5949,656
2018-04-11,17,FORD,A180,2008,19310,4951,1034
2019-01-31,57,FİAT,EGEA,2013,43546,2644,414
2018-08-12,4,TESLA,S350,2005,80516,3417,568
2018-11-15,11,VOLVO,E200,2009,75164,3151,787
2018-10-31,78,BMW,S350,2002,90293,2802,725
2019-10-06,15,WOLKSWAGEN,E200,2002,49341,9602,834
2019-11-09,33,TESLA,A180,2000,37139,1542,851
2019-12-24,74,FİAT,500,2002,139109,9871,593
